age,annual_income,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,total_past_due_events,has_any_past_due,MonthlyIncome_was_missing,NumberOfDependents_was_missing
0.6575108174563471,-0.07705445170920465,-0.5820659204976564,1.6827375402637035,-0.671428128015116,-0.016033413856153925,1.1400840532522332,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,2.0170864640838486,-0.16359805427422083
1.4022414386405155,-0.19977761548519504,-0.8841360593291947,-0.3480411819270028,-0.4776924490818248,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-1.373572694864112,-0.20622058158343454,-0.2992296936996787,-0.3483573609474646,-0.09022109121524252,-0.8986066536444436,1.1400840532522332,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
0.5221052499683165,-0.07705445170920465,1.93328711132237,-0.21839203725485223,-0.671428128015116,-0.8986066536444436,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,2.0170864640838486,-0.16359805427422083
0.5221052499683165,-0.26113919737319025,-0.2537795499287374,-0.3474687747119342,0.29725026665133975,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
0.860619168688393,-0.07705445170920465,-0.7928960875285243,2.647094621372942,-0.8651638069484071,0.8665398259321357,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,2.0170864640838486,-0.16359805427422083
-0.8319504249119896,0.42917859886675574,0.2716497976229814,-0.348257807198168,0.29725026665133975,0.8665398259321357,2.0431864989101225,1.0606065292645237,-0.19193879286262322,-0.20117490133484472,0.5167469985371878,1.9840983774916294,-0.49576456825523096,-0.16359805427422083
2.891702681008852,-0.07705445170920465,-0.7835758905441146,0.4182601776193246,-1.0588994858816982,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,2.0170864640838486,6.112542135273893
-0.019517019983805926,0.5953150818285028,-0.7143065519924647,-0.34829555128692413,1.2659286613177956,0.8665398259321357,1.1400840532522332,2.476053925326924,-0.19193879286262322,-0.20117490133484472,1.3973030801671351,1.9840983774916294,-0.49576456825523096,-0.16359805427422083
0.3866996824802859,0.19907266678677374,-0.6937758280269224,-0.34832661702966244,0.10351458771804863,0.8665398259321357,0.23698160759434397,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-0.7642476411679743,0.04566871206678575,-0.688019669703652,-0.34823304386548665,-1.0588994858816982,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-1.1027615598880507,-0.07705445170920465,-0.7325572651681712,2.298425470765941,0.10351458771804863,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,2.0170864640838486,-0.16359805427422083
0.6575108174563471,-0.07705445170920465,0.8242598942157244,0.8397526318341175,1.2659286613177956,-0.8986066536444436,-0.6661208380635453,3.891501321389324,-0.19193879286262322,-0.20117490133484472,2.2778591617970823,1.9840983774916294,2.0170864640838486,6.112542135273893
-0.8319504249119896,-0.17170469177143724,-0.3490835058386343,-0.3485835981046835,-1.4463708437482805,-0.8986066536444436,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-0.29032815495986714,-0.24579880190119144,-0.7584040722263687,-0.34845649949910923,-0.4776924490818248,-0.8986066536444436,0.23698160759434397,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-1.0350587761440355,-0.05204960708984661,-0.009338774294121192,-0.3484741376806001,-0.671428128015116,-0.8986066536444436,1.1400840532522332,3.891501321389324,-0.19193879286262322,-0.20117490133484472,2.2778591617970823,1.9840983774916294,-0.49576456825523096,-0.16359805427422083
-1.5089782623521426,-0.3397587241671841,-0.908878162109783,-0.3483517266978385,-0.671428128015116,-0.8986066536444436,-0.6661208380635453,1.0606065292645237,-0.19193879286262322,-0.20117490133484472,0.5167469985371878,1.9840983774916294,-0.49576456825523096,-0.16359805427422083
1.1314303036644542,-0.16909682454119745,1.93328711132237,-0.34756590004569643,-0.671428128015116,0.8665398259321357,0.23698160759434397,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-0.22262537121585182,-0.29181998831718786,2.1974830781312193,-0.3482879632664025,-0.09022109121524252,-0.8986066536444436,-0.6661208380635453,1.0606065292645237,1.8548625173226418,2.7274904098602746,2.2778591617970823,1.9840983774916294,-0.49576456825523096,-0.16359805427422083
0.3189968987362706,0.7053057173627342,-0.5195301695310489,-0.3483074569282934,-0.28395677014853365,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
0.5898080337123318,-0.07705445170920465,0.8572570583320067,1.8405213647472518,-1.2526351648149894,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,2.0170864640838486,-0.16359805427422083
-0.696544857423959,-0.07705445170920465,-0.83845952854509,2.3569047903297733,-1.2526351648149894,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,2.0170864640838486,-0.16359805427422083
0.04818576376020938,-0.2782437383244689,1.7272509954675221,-0.3482393700258711,-0.8651638069484071,-0.8986066536444436,0.23698160759434397,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
1.3345386548965001,-0.39153255888518,-0.8114895175536687,-0.34852766923375333,0.10351458771804863,-0.8986066536444436,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-0.8996532086560048,-0.10773524265320225,-0.716921148196078,-0.34837285081281116,-0.671428128015116,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
-1.170464343632066,0.08938883916198233,-0.5947771364727178,-0.34832617937815846,-0.09022109121524252,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
1.3345386548965001,-0.4912451294531722,0.31678711275748883,3.193269398431378,0.49098594558463093,-0.016033413856153925,-0.6661208380635453,-0.3548408667978765,-0.19193879286262322,-0.20117490133484472,-0.3638090830927597,-0.5040072666478549,-0.49576456825523096,-0.16359805427422083
